product_id,product_name,nomenclature_1c,end_product,1c_code,cutting_format,cutting_format_1c,cutting_code_1c,cut_type,pallet,qt_per_parcel,specification,varnishing_type,varnishing_1,varnishing_2,varnishing_3,varnishing_4,varnishing_type_1c,varnishing_code_1c,sap_code,coil,ic_codes_for_coils,for_barcode
416,"0,18x808x908 A07B05",L-808-908-180TH550S2828-BAO-A07K05,"Жерсть 0,18x808x908 ALU/G",,"0,18x808x908 2,8/2,8 TH550",M-808-908-180TH550S2828-BAO,,,,,,A07B05,28S30WB-1,PL1014-59,,,L-808-908-180TH550S2828-BAO-A07K05,UA0008981,,,,
417,"OT99-921XQ 0,20  16DK05",OT099-921XQ-200TH550S2828-HBI-16DK05-36608,7,UA0010927,"0,20x838x941, 2,8/2,8 TH550","M-838-941,7-200TH550S2828-HBI",fff005881,СКРОЛЛ,917x813,1500.0,99-C-9,16DK05,PL1019-34,816361,816361,,"L-838-941,7-200TH550S2828-HBI-16DK05",UA0010925,48021188,C-838---200TH550S2828-HBI,fff008623,0.20-838-941.7-TH550-S2828-HBI
418,"0,18x808x908 BAO BLANK",M-808-908-180TH550S2828-BAO BLANK,OT96,UA0010990,"0,18x808x908 2,8/2,8 TH550",M-808-908-180TH550S2828-BAO BLANK,UA0010990,СКРОЛЛ,900х771,1600.0,---,---,---,---,---,---,---,---,40202758,C-808----180TH550S2828-BAO,UA0008019,0.18-808-908-TH550-S2828-BAO
419,"0,18x830x870 USK А08К05",L-830-870-180TS260S2828-USK-А08К05,,UA0010955,"0,18x830x870 2,8/2,8 TS260",T-830-870-180TS260S2828-USK,UA0010954,ПРЯМ,870x820,1500.0,BUF-20 A,A08K05,28S30WB-1,PL1019-34,,,L-830-870-180TS260S2828-USK-А08К05,UA0010955,41213816,C-830----180TS260S2828-USK,UA0010953,0.18-830-870-TS260-S2828-USK
420,"0,17x832x926 BAO BLANK",T-832-926-170TH550F2828-BAO BLANK,,UA0011172,"0,17x832x926 2,8/2,8 TH550",T-832-926-170TH550F2828-BAO BLANK,UA0011172,ПРЯМ,917x813,1500.0,,,,,,,,,40202613,C-896-----170TH550F2828-BAO,UA0006307,0.17-832-926-TH550-F2828-BAO
421,"0,155x821x926 RAS BLANK",T-821-926-155TH550F2828-RAS BLANK,Can body  BLANK,UA0011314,"0,155x821x926 2,8/2,8 TH550",T-821-926-155TH550F2828-RAS BLANK,UA0011314,ПРЯМ,917х813/900x771,1600.0,,,,,,,,,40204703,C-821----155TH550F2828-RAS,UA0011154,0.155-821-926-TH550-F2828-RAS
422,"0,18x808x908 -/G ","Жерсть 0,18x808x908 -/G ","Жерсть 0,18x808x908 -/G ",,"Жерсть0,18x808x908 ","Жерсть 0,18x808x908 ",,,,,,-/G,PL1014-59,,,,"Жерсть 0,18x808x908 -/G",,,,,
423,"0,14x975x925 -/G ","Жерсть 0,14x975x925 -/G ","Жерсть 0,14x975x925 -/G ",,"Жерсть 0,14x975x925 ","Жерсть 0,14x975x925 ",,,,,,-/G,PL1014-59,,,,"Жерсть 0,14x975x925 -/G",,,,,
424,"0,155x821x926 -/G ","Жерсть 0,155x821x926 -/G ","Жерсть 0,155x821x926 -/G ",,"Жерсть 0,155x821x926 ","Жерсть 0,155x821x926 ",,,,,,-/G,PL1014-59,,,,"Жерсть 0,155x821x926 -/G ",,,,,
425,"0,17x922x868 -/G ","Жерсть 0,17x922x868 -/G ","Жерсть 0,17x922x868 -/G ",,"Жерсть 0,17x922x868 ","Жерсть 0,17x922x868 ",,,,,,-/G,PL1014-59,,,,"Жерсть 0,17x922x868 -/G ",,,,,
426,"0,18x860x873 -/G ","Жерсть 0,18x860x873 -/G ","Жерсть 0,18x860x873 -/G ",,"Жерсть 0,18x860x873 ","Жерсть 0,18x860x873 ",,,,,,-/G,PL1014-59,,,,"Жерсть 0,18x860x873 -/G ",,,,,
427,"0,18x808x942 BAO BLANK",T-808-942-180TH550S2828-BAO BLANK,TEST,UA0011548,"0,18x808x942 2,8/2,8 TH550",T-808-942-180TH550S2828-BAO BLANK,UA0011548,ПРЯМ,,1500.0,,,,,,,,,40205505,C-808----180TH550S2828-BAO,UA0008019,0.18-808-942-TH550-S2828-BAO
428,"0,16x954x848 -/G","Жерсть 0,16x954x8-/G","Жерсть 0,16x954x848 -/G ",,"Жерсть 0,16x954x848 2,8/2,8 TH520","Жерсть 0,16x954x848 2,8/2,8 TH520",,,,,,-/G,,,,,"Жерсть 0,16x954x848 -/G",,,,,
429,OT99-07CB05 BAO 921XQ ,OT099-921XQ-180TH550F2028-BAO-07CB05-28160,OT99,UA0011577,"0,18x838x941, 2,0/2,8 TH550","M-838-941,7-180TH550F2028-BAO",UA0011579,СКРОЛЛ,,1500.0,99-С-10,G/G,PL1014-59,816361,,,"L-838-941,7-180TH550F2028-BAO-07CB05",UA0011578,,C-860----180TH550F2820-BAO,UA0006310,0.18-838-941.7-TH550-F2028-BAO
430,"0,17x838x942 -/G ","Жерсть 0,17x838x942 -/G ","Жерсть 0,17x838x942 -/G ",,"Жерсть 0,17x838x942 ","Жерсть 0,17x838x942",,,,,,-/G,PL1014-59,,,,"Жерсть 0,17x838x942 -/G ",,,,,
431,"OT099 Alu/G 0,20 RAS",OT099-921XQ-200TH550S2828-RAS-A75B05-36608,OT99,UA0011672,"0,20x838x941, 2,8/2,8 TH550","M-838-941,7-200TH550S2828-RAS",UA0011673,СКРОЛЛ,917x813,1500.0,99-C-2 A,ALU/G,28S30WB-1,PL1014-59,,,"L-838-941,7-200TH550S2828-RAS-A75B05",UA0011674,48020030,C-838----200TH550S2828-RAS,UA0011525,0.20-838-941.7-TH550-S2828-RAS
432,OT99-21EK05 RAS 203XQ,OT099-203XQ-200TH550S2828-RAS-21EK05-40425,OT99 203XQ,UA0011675,"0,20x838x941, 2,8/2,8 TH550","M-838-941,7-200TH550S2828-RAS",UA0011673,СКРОЛЛ,820х942,1500.0,99-C-7 A,21EK05,PL1019-34,DE4488-3LV,DE5449-4,,"L-838-941,7-200TH550S2828-RAS-21EK05",UA0011676,48019920,C-838----200TH550S2828-RAS,UA0011525,0.20-838-941.7-TH550-S2828-RAS
433,"0,14x920x778 RAS 21EB05",L-920-778-140TS340S2828-RAS-21EB05,,UA0011742,"0,14x920x778 2,8/2,8 TS340",M-920-778-140TS340S2828-RAS,UA0006247,СКРОЛЛ,818х895,1600.0,BUF-21 A,21EB05,PL1014-59,DE4488-2HV,DE5449-4,,L-920-778-140TS340S2828-RAS-21EB05,UA0011742,41213733,C-920----140TS340S2828-RAS,UA0006189,0.14-920-778-TS340-S2828-RAS
